,bpm,key_signature,chords,melodic_motion,song_name
0,116.00008506672904,D major,"['i', 'I6', 'I6', 'V53', 'V53', 'I6', 'V53', 'I6', 'i', 'i', 'V53', 'i7', 'i7', 'i7', 'V53', 'i', 'I6', 'v', 'V64', 'i7', 'i7', 'v', 'v', 'V53', 'v', 'V53', 'v', 'v', 'I64', 'i7', 'i7', 'I6', 'V64', 'V', 'i7', 'I6', 'V53', 'I6', 'I6', 'i7', 'V53', 'i', 'i7', 'v', 'v', 'i', 'v', 'i', 'v', 'iv', 'v', 'I', 'I', 'i', 'i', 'v', 'I53', 'V', 'iv', 'v', 'i', 'v', 'i', 'v', 'iv', 'v', 'i', 'v', 'iv', 'i', 'v', 'v', 'bVII', 'v', 'i', 'v', 'i', 'v7', 'i', 'v']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, 0, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 0, 0, -1, 0, 1, 0, -1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, 0, 1, 1, 1, 0, -1, -1, 0, 1, 1, 1, 0, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 1, 0, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, 0, -1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, -1, 0, 1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]",ACDC.Highway_to_Hell_K
0,77.000077000077,a minor,"['-', 'i42', 'i7', 'i7', 'i7', 'i7', 'v53', 'iv53', 'i42', 'i53', 'i7', 'i53', 'i7', 'i53', 'v53', 'iv53', 'i', 'i64', 'i64', 'i53', 'i7', 'i42', 'III', 'i42', 'i', 'i53', 'i7', 'i53', 'i7', 'i53', 'v53', 'iv53', 'i53', 'i53', 'i53', 'i53', 'i53', 'i53', 'i53']","[1, 1, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, -1, 0, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 0, -1, -1, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 0, 1, 1, 0, -1, -1, 0, -1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, -1, 0, 0, 0, 1, 0, 1, 0, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, 0, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 0, -1, -1, 0, 1, 1, 0, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1]",Ain't-No-Sunshine
0,135.000135000135,F major,"['-', '#v42', 'VII53', 'v42', 'I64', 'vi42', 'V', 'ii7', 'i7', 'v', 'i43', 'v7', 'v', 'iii7', '#i', '#i', 'v', '#iv43', 'iii42', 'V', 'iii53', 'I53', '#i43', 'vii7', 'II7', 'I7', 'vii', 'iii42', 'I43', 'vi', 'iii42', 'v', 'iii53', 'vi', 'i42', 'iii42', 'vii', 'I65', 'I65M7', 'bVII', 'vi42', 'i', 'v', 'ii', 'I', 'iii7', 'v', 'iii', 'vi', 'I53', 'iii43', 'v43', 'v', 'iii7', 'iii65', '#i', 'v53', 'bVII42', 'V53', 'V53', 'vii7', 'iii42', 'iii7', 'iii42', 'i', 'v', 'i7', 'vi42', 'I', 'iii', 'V53', 'V42M7', 'II65', 'vi7', 'v53', 'ii7', 'v7', 'iii53', 'iii65', 'v7', 'v7', 'iii43', 'iii42', 'iii43', 'V', 'vi43', 'iii65', '#i', 'V', '#i', 'vi42', '#i', 'i', 'iii', 'vi42', 'V42M7', 'vii42', 'vi', 'i43', 'i', 'I', 'I', 'vii64', '#i', 'iii', 'I53', 'V42M7', 'V42M7', 'II', 'I', 'v', 'i42', 'v65', 'i', 'i7', 'v', 'iii42', 'I6', 'V', 'iii43', 'ii', 'vi', 'v', 'I', 'iii65', 'vii6', 'iii42', 'iii42', 'iii42', 'iii42', 'V', 'ii7', 'vii', 'ii43', 'vi64', 'VII53', '#v43', 'V65M7', 'V65M7', 'V7']","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, 1, 0, -1, 0, -1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 0, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1, -1, -1, 0, 0, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 0, 0, -1, -1, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 0, -1, 0, -1, -1, 0, -1, 0, 1, 1, 0, -1, 0, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, -1, 0, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 0, 1, 1, 0, -1, 0, 1, 1, 1, 0, -1, -1, 0, 0, -1, -1, 0, 1, 1, 1, 0, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0, 1, 1, 0, -1, -1, 0, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, -1, 0, -1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 0, 0, 0, -1, 0, -1, -1, 0, -1, 0, 1, 0, 1, 1, 0, 1, 0, -1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, -1, -1, 0, -1, -1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, 0, 1, 1, 1, 0, 1, 0, 0, -1, 0, -1, 0, 1, 1, 1, 0, -1, -1, 0, 1, 1, 1, 0, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0, -1, -1, 0, 1, 1, 1, 0, -1, 0, 1, 1, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1, -1, -1, -1, 0, 0, 0, 1, 0, 0, -1, -1, 0, -1, 0, 1, 0, -1, -1, -1, -1, 0, -1, 0, 1, 0, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, 0, 0, 1, 1, 1, 0, -1, 0, 0, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, -1, -1, -1, -1, 0, 1, 1, 0, 1, 1, 1, 1, 0, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, -1, -1, 0, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, -1, 0, 1, 1, 0, 0, -1, -1, -1, -1, 0, -1, 0, 0, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, 0, 1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, -1, -1, 0, 1, 1, 0, -1, 0, 1, 0, 1, 0, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, 1, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, 0, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, 0, 1, 0, -1, -1, -1, -1, 0, 1, 1, 0, 0, -1, -1, 0, 0, 1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, -1, -1, 0, 1, 0, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 0, 1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 0, 1, 0, -1, 0, 1, 1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, 0, -1, 0, 0, -1, 0, -1, -1, -1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, 0, 0, 1, 1, 0, 0, -1, -1, 0, 0, 1, 1, 1, 1, 0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, -1, 0, 1, 0, 1, 0, -1, -1, -1, -1, 0, 1, 0, 1, 0, -1, 0, 0, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, 0, 1, 0, 1, 0, -1, 0, 1, 1, 1, 1, 0, -1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 1, 0, 0, -1, -1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, 0, 1, 0, -1, -1, -1, 0, 0, -1, -1, 0, -1, 0, -1, 0, 1, 0, 1, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, -1, 0, 0, 1, 1, 0, -1, -1, -1, -1, 0, 1, 0, 1, 1, 0, 1, 1, 0, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, 0, 1, 0, 0, -1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 0, 1, 0, -1, 0, 1, 0, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, -1, -1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0, -1, 0, -1, 0, 1, 0, 1, 1, 0, 1, 0, 0, -1, -1, 0, 0, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, 0, -1, -1, 0, 1, 1, 1, 0, 1, 0, -1, 0, -1, -1, 0, 1, 1, 1, 0, -1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 0, 0, 1, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, -1, 0, -1, 0, 1, 0, -1, -1, -1, -1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, -1, -1, -1, -1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, -1, 0, 1, 0, 1, 1, 0, 1, 0, -1, 0, 0, 1, 1, 1, 0, -1, -1, 0, -1, 0, 1, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 1, 1, 0, -1, 0, -1, -1, 0, 1, 0, 0, -1, -1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, -1, -1, 0, -1, -1, 0, 0, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 0, 0, 0, -1, -1, -1, -1, 0, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, -1, -1, -1, 0, 1, 0, 0, -1, -1, 0, -1, 0, -1, -1, 0, 1, 1, 1, 1, 0, -1, -1, 0, -1, -1, 0, 0, 1, 1, 0, 1, 1, 0, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, -1, -1, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, -1, -1, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 0, -1, 0, -1, 0, 1, 0, 1, 0, -1, -1, 0, 1, 1, 0, -1, -1, -1, 0, -1, -1, -1, 0, 1, 0, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, 0, 1, 1, 0, -1, 0, 0, -1, -1, 0, -1, -1, 0, -1, 0, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 1, 1, 0, -1, -1, -1, -1, 0, -1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, -1, -1, 0, 1, 1, 1, 0, -1, 0, -1, -1, -1, -1, 0, -1, 0, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -1, -1, 0, -1]",Albert_Collins_-_A_Good_Fool_Is_Hard_To_Find
0,176.00004693334586,A major,"['-', 'v', 'bII42', 'vii42', 'V', 'bVII42']","[1, 1, 1, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, 0, -1, 0, 1, 0, 1, 1, 1, 1, 0, -1, 0, -1, -1, -1, -1, -1, -1, 0]",Albert_Collins_-_Fake_ID
